📡搞机大师出品,#genre#
「陕西」蒲城综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002615/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」潼关综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002835/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」潼关综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002835/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」杨凌综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002776/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」杨凌综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002776/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」淳化综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002880/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」淳化综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002880/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」长武综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002879/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」长武综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002879/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」泾阳综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002566/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」泾阳综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002566/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」礼泉综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002791/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」礼泉综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002791/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」礼泉影视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002876/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」礼泉影视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002876/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」乾县电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002777/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」乾县电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002777/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」三原综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002877/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」三原综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002877/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」武功综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002799/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」武功综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002799/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」兴平融媒,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002562/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」兴平融媒,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002562/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」延安综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001819/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」永寿综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002878/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」延安综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001819/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」永寿综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002878/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」延安综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001819/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」延安综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001819/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」延安公共,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001733/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」延安公共,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001733/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」富县综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002795/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」富县综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002795/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」黄龙综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002759/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」黄龙综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002759/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」洛川融媒,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002557/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」洛川融媒,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002557/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」延长综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002760/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」延长综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002760/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」宜川电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002805/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」宜川电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002805/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」定边融媒1,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002715/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」定边融媒1,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002715/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」靖边综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002705/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」靖边综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002705/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」佳县综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002735/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」佳县综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002735/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」米脂电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002555/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」米脂电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002555/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」清涧综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002745/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」清涧综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002745/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」太白综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002881/index.m3u9?virtualDomain=yinhe.live_hls.zte.com
「陕西」太白综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002881/index.m3u9?virtualDomain=yinhe.live_hls.zte.com
「陕西」陕西新闻资讯,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001719/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」陕西新闻资讯,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001719/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」陕西新闻资讯,http://211.137.115.109:80/gitv_live/G_SHANXI-1/G_SHANXI-1.m3u8
「陕西」陕西新闻资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226357/1.m3u8
「陕西」陕西新闻,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001719/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」陕西一套,http://112.46.85.60:808/hls/18/index.m3u8
「陕西」陕西二套,http://112.46.85.60:808/hls/19/index.m3u8
「陕西」陕西三套,http://112.46.85.60:808/hls/20/index.m3u8
「陕西」陕西四套,http://112.46.85.60:808/hls/21/index.m3u8
「陕西」陕西五套,http://112.46.85.60:808/hls/22/index.m3u8
「陕西」陕西六套,http://112.46.85.60:808/hls/23/index.m3u8
「陕西」陕西七套,http://112.46.85.60:808/hls/24/index.m3u8
「陕西」陕西八套,http://112.46.85.60:808/hls/62/index.m3u8
「陕西」精彩三秦,http://112.46.85.60:808/hls/26/index.m3u8
「陕西」农林卫视,http://112.46.85.60:808/hls/27/index.m3u8
「陕西」宝鸡1「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226383/index.m3u8
「陕西」宝鸡2「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226384/index.m3u8
「陕西」安康综合「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226385/index.m3u8
「陕西」西乡融媒「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226556/index.m3u8
「陕西」商洛1「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226378/index.m3u8
「陕西」城园「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226920/index.m3u8
「陕西」扶风「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227005/index.m3u8
「陕西」汉中1「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226331/index.m3u8
「陕西」汉中2「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225990/index.m3u8
「陕西」汉中3「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225991/index.m3u8
「陕西」千阳「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226945/index.m3u8
「陕西」神木1「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226993/index.m3u8
「陕西」石泉电视台,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226965/index.m3u8
「陕西」岐山「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226982/index.m3u8
「陕西」吴起电视台「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226967/index.m3u8
「陕西」洋县电视台1「IPV6」,http://[2409:8087:7002:20::3]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226938/index.m3u8
「陕西」紫阳综合「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227002/index.m3u8
「陕西」FGTV 1「IPV6」,http://[2409:8087:7000:20::4]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226990/index.m3u8
「陕西」佛坪电视台「IPV6」,http://[2409:8087:7002:20::3]/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
「陕西」陕西新闻,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001719/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」汉中综合,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226331/index.m3u8?zshanxid
「陕西」商洛电视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226378/index.m3u8?zshanxid

📡安徽频道,#genre#
「安徽」安徽经济生活,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8?zanhd
「安徽」安徽影院,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8?zanhd
「安徽」安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
「安徽」池州公共,http://cm.wshls.homecdn.com/live/4abdf.flv?zanhd
「安徽」肥西综合,http://112.30.194.221:20080/live/7210e3a27cc64ac4a3f7aba2e2b683d5/hls.m3u8?zanhd
「安徽」固镇新闻,http://www.guzhenm.com:7001/hls/hd-live.m3u8?zanhd
「安徽」淮南公共,http://stream.0554news.com/hnds2/sd/live.m3u8?zanhd
「安徽」淮南新闻综合,http://stream.0554news.com/hnds1/sd/live.m3u8?zanhd
「安徽」歙县综合频道,http://112.30.194.221:20080/live/4b3024127d1c472986ccdcb454f81a9f/hls.m3u8?zanhd
「安徽」宿州公共,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8?zanhd

📡重庆频道,#genre#
「重庆」璧山综合,http://222.179.42.129:8181/hls1.m3u8?zzhongqd
「重庆」大足综合,http://218.201.85.71:3170/m3u8?zzhongqd
「重庆」垫江综合,http://125.62.24.185:80/1.m3u8?zzhongqd

📡天津频道,#genre#
「天津」天津文艺,http://3889890682.iptv.netsxz.com:61800/tsfile/live/1003_1.m3u8
「天津」天津都市,http://live-tx.wisetv.com.cn/TJIPTV/TJDS.m3u8?txSecret=51f39a0e564466590a3355ab38e30626&txTime=656ca88f&GUID=943b5dcca6e2439fcd0cb87a0d450092&wisetvauth=1
「天津」天津都市,http://3889890682.iptv.netsxz.com:61800/tsfile/live/1005_1.m3u8
「天津」天津体育,http://47.94.229.102:2101/live/%E5%A4%A9%E6%B4%A55/index.m3u8
「天津」天津体育,http://117.14.55.102:18080/hls/46/index.m3u8
「天津」天津体育,https://dispatchnew.ulivetv.net/v/live/cgxamprz0kw0.m3u8?stream_id=cgxamprz0kw0&token=c0vzuc7wqkzk
「天津」天津体育,http://live-tx.wisetv.com.cn/TJIPTV/TJTY.m3u8?txSecret=9ee6f07c89ea00a1d426ede8b9cf799b&txTime=656cacfd&GUID=421d722229d750f3690840aaf9cc7088&wisetvauth=1
「天津」天津体育,http://60.26.12.85:9901/tsfile/live/1078_1.m3u8
「天津」天津体育,http://3889890682.iptv.netsxz.com:61800/tsfile/live/1006_1.m3u8
「天津」天津体育,http://3191703954.iptv.netsxz.com:61800/tsfile/live/1003_1.m3u8
「天津」天津科教,http://3889890682.iptv.netsxz.com:61800/tsfile/live/1007_1.m3u8
「天津」天津新闻,http://3889890682.iptv.netsxz.com:61800/tsfile/live/1002_1.m3u8
「天津」天津新闻,http://3191703954.iptv.netsxz.com:61800/tsfile/live/1002_1.m3u8
「天津」天津影视,http://3889890682.iptv.netsxz.com:61800/tsfile/live/1004_1.m3u8
「天津」天津影视,http://3191703954.iptv.netsxz.com:61800/tsfile/live/1004_1.m3u8




📡福建频道,#genre#
「福建」珠海-1,http://183.237.231.139:9901/tsfile/live/1040_1.m3u8?fbl=$SZYD
「福建」建宁综合频道,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8?zfud
「福建」将乐综合,http://218.106.152.196/lsdream/9nbYeUc/1000/live.m3u8?fujian
「福建」石狮综合,http://218.106.152.196/lsdream/MO13IYx/2000/live.m3u8?zfud
「福建」霞浦综合频道,http://218.106.152.196/lsdream/G7wCyZW/4000/live.m3u8?zfud
「福建」永安综合频道,http://218.106.152.196/lsdream/x6FnPrm/2000/live.m3u8?fujian
「福建」云霄综合,http://live.zzyxxw.com:85/live/xwzh.m3u8?fujian
「福建」漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud

📡甘肃频道,#genre#
「甘肃」天水综合,http://39.134.32.102:6610/270000001111/1110000185/index.m3u8?IASHttpSessionId=OTT?zgand
「甘肃」天水综合,http://live.zhibotianshui.com/qvFb1c1/1000/live.m3u8
「甘肃」天水综合,http://stream.tstv.cn/tstv73268A/playlist.m3u8
「甘肃」天水公共,http://39.134.32.102:6610/270000001111/1110000186/index.m3u8?IASHttpSessionId=OTT?zgand
「甘肃」天水公共,rtmp://61.178.129.74/live/c03;{User-Agent@0151?zgand}
「甘肃」天水公共,http://stream.tstv.cn/tstc938Yn3ggpd/playlist.m3u8?shanghai
「甘肃」天水公共,http://live.zhibotianshui.com/UEi85OR/1000/live.m3u8
「甘肃」天水公共,http://stream.tstv.cn/tstc938Yn3ggpd/playlist.m3u8
「甘肃」甘肃都市,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226248/1.m3u8
「甘肃」甘肃经济,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226252/1.m3u8
「甘肃」甘肃文化影视,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226287/1.m3u8
「甘肃」甘肃少儿,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226289/1.m3u8
「甘肃」甘肃公共应急,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226250/1.m3u8
「甘肃」兰州新闻综合,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226242/1.m3u8
「甘肃」兰州生活经济,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226285/1.m3u8
「甘肃」兰州文旅频道,http://[2409:8087:74F1:0021::0008]:80/PLTV/88888888/224/3221226597/1.m3u8
「甘肃」白银公共,http://live.bygd.cn/bygg/sd/live.m3u8?zgand
「甘肃」甘肃公共,http://61.178.129.228:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
「甘肃」兰州新闻综合,http://61.178.129.228:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
「甘肃」兰州旅游,http://61.178.129.228:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
「甘肃」甘肃都市,http://61.178.129.228:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
「甘肃」甘肃经济,http://61.178.129.228:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
「甘肃」甘肃文化,http://61.178.129.228:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0

「甘肃」白银综合,http://live.bygd.cn/byzh/sd/live.m3u8?gansu
「甘肃」酒泉综合,http://stream.gsjqtv.com/pd1/sd/live.m3u8?zgand
「甘肃」崆峒综合,http://125.74.200.110:10080/hls/001/001_live.m3u8?gansu


📡广东频道,#genre#
「广东」中山综合,http://jp-osk-bgp-1.openfrp.top:10180/test/gudou.php?id=3665
「广东」中山公共,http://jp-osk-bgp-1.openfrp.top:10180/test/gudou.php?id=3663
「广东」中山教育,http://jp-osk-bgp-1.openfrp.top:10180/test/gudou.php?id=3664
「广东」中山综合,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=3665
「广东」中山香山文化,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=3663
「广东」中山教育,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=3664
「广东」中山综合,http://ct.whosayssowhat.top:4022/udp/239.253.43.62:5146
「广东」中山公共,http://ct.whosayssowhat.top:4022/udp/239.253.43.63:5146
「广东」中山教育,http://ct.whosayssowhat.top:4022/udp/239.253.43.64:5146
「广东」中山综合,http://183.48.242.178:40000/udp/239.253.43.62:5146
「广东」香山文化,http://183.48.242.178:40000/udp/239.253.43.63:5146
「广东」中山教育,http://183.48.242.178:40000/udp/239.253.43.64:5146

「广东」珠海1,http://14.145.195.146:8888/udp/239.77.0.155:5146
「广东」珠海2,http://14.145.195.146:8888/udp/239.77.0.154:5146
「广东」珠海1,http://www.namewee.xyz/gudou.php?id=zhuhaiHD1_4500
「广东」珠海2,http://www.namewee.xyz/gudou.php?id=zhuhaiHD2_4500
「广东」珠海1,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=zhuhaiyitao_1500&/PLTV/hls.smil.m3u8
「广东」珠海2,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=zhuhaiertao_1500&/PLTV/hls.smil.m3u8
「广东」珠海1,http://jp-osk-bgp-1.openfrp.top:10180/test/gudou.php?id=zhuhaiyitao_1500
「广东」珠海2,http://jp-osk-bgp-1.openfrp.top:10180/test/gudou.php?id=zhuhaiertao_1500
「广东」广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8
「广东」广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/2000000003000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000033&livemode=1&stbId=3
「广东」广东珠江,http://zteres.sn.chinamobile.com:6060/000000001000/1000000004000011655/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011655&livemode=1&stbId=3
「广东」广东珠江,http://222.218.159.220:8181/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
「广东」广东珠江,http://113.91.169.197:9999/rtp/239.77.0.3:5146
「广东」广东珠江,http://113.91.169.197:9999/rtp/239.77.1.94:5146
「广东」广东珠江高清,http://113.91.169.197:9999/rtp/239.77.0.1:5146
「广东」广东珠江超清,http://113.91.169.197:9999/rtp/239.77.0.114:5146

「广东」广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935?zguangd
「广东」广东文化,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1612881417-0-0-bc7ddba066481bc805fc1e800654e721?zguangd
「广东」广东珠江,http://xjayrf.eatuo.com:9901/tsfile/live/1011_1.m3u8
「广东」广州综合,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzzh
「广东」广州南国都市,https://justsometime.gztv.com/sec/shenghuos.m3u8
「广东」广州南国都市,http://player.521fanli.cn/1691/gd/gztvm3u8.php?id=gzngds
「广东」清新综合,http://hls.wiseqx.com/live/qxzh.m3u8?zguangd
「广东」韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8?zguangd
「广东」韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8?zguangd
「广东」深圳电视剧,http://218.17.216.102:9901/tsfile/live/1057_1.m3u8
「广东」深圳东部,https://lglivepull.sznews.com/live/2646.m3u8?zguangd
「广东」 韶关综合台,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
「广东」阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8?zguangd
「广东」阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b3628000.m3u8?zguangd
「广东」阳江公共,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8?zguangd
「广东」阳江综合,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8?zguangd

「广东」广东新闻,http://gmxw.7766.org:808/hls/5/index.m3u8?url=tvzb.com
「广东」广东新闻,http://36.36.200.212:9901/tsfile/live/1006_1.m3u8?key=txiptv&url=tvzb.com
「广东」广东新闻,http://113.66.36.4:8888/udp/239.77.0.4:5146
「广东」广东新闻,http://113.66.36.4:8888/udp/239.77.0.190:5146
「广东」广东新闻高清,http://113.66.36.4:8888/udp/239.77.0.173:5146
「广东」广东新闻高清,http://113.83.152.28:8000/udp/239.77.0.173:5146
「广东」广东新闻,http://suixiaobin.dsmynas.net:5666/gudou.php?phone=18998910474&ptoken=SZESNUL4i2PcZZKV1JA9jw%3D%3D&pserialnumber=63eee104cf9602bf&cid=860&id=gdnews_1500&/PLTV/hls.smil.m3u8
「广东」广东新闻,http://gxdl-lhs.8866.org:85/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
「广东」广东影视HD,http://gxdl-lhs.8866.org:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
「广东」广东影视HD,http://gxdl-lhs.8866.org:85/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
「广东」岭南戏曲,http://gxdl-lhs.8866.org:85/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
「广东」广州综合,https://tv.cry33.com/gztv.php?id=gzzh#http://nas.jdshipin.com:8801/gztv.php?id=zhonghe#http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzys#http://www.namewee.xyz/gudou.php?id=1432_4500#http://php.jdshipin.com:8880/gztv.php?id=zhonghe
「广东」广州新闻,https://tv.cry33.com/gztv.php?id=gzxw#http://nas.jdshipin.com:8801/gztv.php?id=xinwen#http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzxw#http://www.namewee.xyz/gudou.php?id=1433_4500#http://php.jdshipin.com:8880/gztv.php?id=xinwen
「广东」广州法治,https://tv.cry33.com/gztv.php?id=gzfz#http://nas.jdshipin.com:8801/gztv.php?id=fazhi#http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzfz#http://php.jdshipin.com:8880/gztv.php?id=fazhi
「广东」广州生活,https://tv.cry33.com/gztv.php?id=gzsh
「广东」广州影视,https://tv.cry33.com/gztv.php?id=gzys#http://nas.jdshipin.com:8801/gztv.php?id=yingshi#http://php.jdshipin.com:8880/gztv.php?id=yingshi#http://r.jdshipin.com/TcKr2
「广东」广州竞赛,https://tv.cry33.com/gztv.php?id=gzjs#http://nas.jdshipin.com:8801/gztv.php?id=jingsai#http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzjs#http://php.jdshipin.com:8880/gztv.php?id=jingsai
「广东」广州南国都市,http://nas.jdshipin.com:8801/gztv.php?id=shenghuo
「广东」广州体育,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzzh
「广东」广州综合.720,http://r.jdshipin.com/iR6Gq
「广东」广州南国都市.1080P,http://r.jdshipin.com/nWaZO
「广东」广州塔与海心桥视角,http://gctxyc.liveplay.myqcloud.com/gc/ztb_1_md.m3u8
「广东」潮州二套,http://www.namewee.xyz/gudou.php?id=chaozhouertao_1500
